start, 2012-11-26 15:08:25.520, 30
timestamp, sec, x, y, z, m11, m12, m13, m21, m22, m23, m31, m32, m33, heading, heading_acc
2012-11-26 15:08:28.650, 3.198564, 0.029648, -0.021393, -1.006882, 0.999519, -0.005302, -0.030554, 0.006130, 0.999615, 0.027044, 0.030399, -0.027219, 0.999167, 54.206635, 25.000000
2012-11-26 15:08:28.683, 3.230797, 0.032364, -0.028168, -0.998947, 0.999506, -0.004928, -0.031036, 0.005766, 0.999619, 0.026978, 0.030891, -0.027144, 0.999154, 54.206635, 25.000000
2012-11-26 15:08:28.714, 3.262523, 0.025482, -0.029266, -0.996078, 0.999511, -0.005185, -0.030844, 0.005982, 0.999649, 0.025795, 0.030699, -0.025967, 0.999191, 54.206635, 25.000000
2012-11-26 15:08:28.746, 3.294591, 0.025192, -0.037048, -0.982239, 0.999494, -0.005277, -0.031357, 0.006084, 0.999651, 0.025687, 0.031210, -0.025865, 0.999178, 54.206635, 25.000000
2012-11-26 15:08:28.778, 3.326016, 0.010895, -0.023666, -0.991348, 0.999502, -0.004858, -0.031192, 0.005652, 0.999661, 0.025408, 0.031058, -0.025572, 0.999190, 54.206635, 25.000000
2012-11-26 15:08:28.810, 3.357565, 0.015228, -0.013855, -1.015015, 0.999518, -0.004158, -0.030765, 0.004920, 0.999682, 0.024740, 0.030652, -0.024879, 0.999220, 54.206635, 25.000000
2012-11-26 15:08:28.842, 3.390078, 0.010880, -0.036484, -1.015060, 0.999532, -0.003536, -0.030397, 0.004224, 0.999736, 0.022586, 0.030309, -0.022704, 0.999283, 54.206635, 25.000000
2012-11-26 15:08:28.874, 3.421824, 0.015991, -0.048950, -0.965576, 0.999544, -0.003803, -0.029963, 0.004409, 0.999786, 0.020195, 0.029879, -0.020318, 0.999347, 54.206635, 25.000000
2012-11-26 15:08:28.905, 3.453486, -0.006668, -0.030899, -1.003448, 0.999602, -0.004850, -0.027774, 0.005411, 0.999782, 0.020174, 0.027670, -0.020317, 0.999411, 54.206635, 25.000000
2012-11-26 15:08:28.937, 3.485523, -0.006775, -0.034805, -0.999512, 0.999641, -0.004838, -0.026366, 0.005362, 0.999789, 0.019840, 0.026264, -0.019975, 0.999455, 54.206635, 25.000000
2012-11-26 15:08:28.969, 3.517048, -0.021530, -0.033066, -0.983902, 0.999697, -0.003987, -0.024307, 0.004431, 0.999824, 0.018227, 0.024230, -0.018329, 0.999538, 54.206635, 25.000000
2012-11-26 15:08:29.001, 3.549006, -0.005112, -0.039597, -0.979706, 0.999741, -0.002448, -0.022641, 0.002866, 0.999826, 0.018439, 0.022592, -0.018499, 0.999574, 54.206635, 25.000000
2012-11-26 15:08:29.033, 3.580974, -0.002716, -0.034775, -1.014267, 0.999812, -0.000847, -0.019377, 0.001178, 0.999853, 0.017079, 0.019360, -0.017098, 0.999666, 54.206635, 25.000000
2012-11-26 15:08:29.065, 3.613230, 0.022552, -0.039185, -1.014893, 0.999881, 0.001005, -0.015404, -0.000835, 0.999939, 0.011028, 0.015415, -0.011014, 0.999821, 54.206635, 25.000000
2012-11-26 15:08:29.098, 3.645888, 0.030167, -0.049820, -1.016769, 0.999902, 0.002690, -0.013706, -0.002590, 0.999970, 0.007277, 0.013725, -0.007241, 0.999880, 54.206635, 25.000000
2012-11-26 15:08:29.130, 3.677953, 0.007385, -0.035690, -1.051682, 0.999898, 0.004207, -0.013665, -0.004135, 0.999978, 0.005279, 0.013687, -0.005221, 0.999893, 54.206635, 25.000000
